Cell Name	Cluster number	cluster_label	sample_detail	sample	cell_id	CD8_cluster	patient	response
D2_P6_M82_L001	10	memory_T	Pre_P24	Pre_P24	D2_P6_M82_L001	CD8_G	P24	R
D2_P7_M82_L001	10	memory_T	Pre_P24	Pre_P24	D2_P7_M82_L001	CD8_G	P24	R
D2_P8_M82_L001	10	memory_T	Pre_P24	Pre_P24	D2_P8_M82_L001	CD8_G	P24	R
D2_P9_M82_L001	8	Cytotoxicity	Pre_P24	Pre_P24	D2_P9_M82_L001	CD8_G	P24	R
D3_P8_M82_L001	8	Cytotoxicity	Pre_P24	Pre_P24	D3_P8_M82_L001	CD8_G	P24	R
D3_P9_M82_L001	10	memory_T	Pre_P24	Pre_P24	D3_P9_M82_L001	CD8_G	P24	R
D5_P9_M82_L001	7	Tregs	Pre_P24	Pre_P24	D5_P9_M82_L001	CD8_G	P24	R
D6_P9_M82_L001	8	Cytotoxicity	Pre_P24	Pre_P24	D6_P9_M82_L001	CD8_G	P24	R
D7_P6_M82_L001	10	memory_T	Pre_P24	Pre_P24	D7_P6_M82_L001	CD8_G	P24	R
D7_P8_M82_L001	10	memory_T	Pre_P24	Pre_P24	D7_P8_M82_L001	CD8_G	P24	R
D8_P6_M82_L001	8	Cytotoxicity	Pre_P24	Pre_P24	D8_P6_M82_L001	CD8_G	P24	R
D8_P7_M82_L001	8	Cytotoxicity	Pre_P24	Pre_P24	D8_P7_M82_L001	CD8_G	P24	R
D8_P9_M82_L001	10	memory_T	Pre_P24	Pre_P24	D8_P9_M82_L001	CD8_G	P24	R
D9_P9_M82_L001	8	Cytotoxicity	Pre_P24	Pre_P24	D9_P9_M82_L001	CD8_G	P24	R
E10_P6_M82_L001	10	memory_T	Pre_P24	Pre_P24	E10_P6_M82_L001	CD8_G	P24	R
E10_P8_M82_L001	10	memory_T	Pre_P24	Pre_P24	E10_P8_M82_L001	CD8_G	P24	R
E10_P9_M82_L001	10	memory_T	Pre_P24	Pre_P24	E10_P9_M82_L001	CD8_G	P24	R
E11_P7_M82_L001	10	memory_T	Pre_P24	Pre_P24	E11_P7_M82_L001	CD8_G	P24	R
E11_P9_M82_L001	8	Cytotoxicity	Pre_P24	Pre_P24	E11_P9_M82_L001	CD8_G	P24	R
E12_P8_M82_L001	8	Cytotoxicity	Pre_P24	Pre_P24	E12_P8_M82_L001	CD8_G	P24	R
E1_P6_M82_L001	10	memory_T	Pre_P24	Pre_P24	E1_P6_M82_L001	CD8_G	P24	R
E2_P9_M82_L001	10	memory_T	Pre_P24	Pre_P24	E2_P9_M82_L001	CD8_G	P24	R
E3_P7_M82_L001	6	Exhausted_CD8T	Pre_P24	Pre_P24	E3_P7_M82_L001	CD8_B	P24	R
E3_P9_M82_L001	10	memory_T	Pre_P24	Pre_P24	E3_P9_M82_L001	CD8_G	P24	R
E4_P6_M82_L001	8	Cytotoxicity	Pre_P24	Pre_P24	E4_P6_M82_L001	CD8_G	P24	R
E4_P7_M82_L001	10	memory_T	Pre_P24	Pre_P24	E4_P7_M82_L001	CD8_G	P24	R
E4_P8_M82_L001	8	Cytotoxicity	Pre_P24	Pre_P24	E4_P8_M82_L001	CD8_G	P24	R
E4_P9_M82_L001	8	Cytotoxicity	Pre_P24	Pre_P24	E4_P9_M82_L001	CD8_B	P24	R
E5_P7_M82_L001	10	memory_T	Pre_P24	Pre_P24	E5_P7_M82_L001	CD8_G	P24	R
E5_P8_M82_L001	6	Exhausted_CD8T	Pre_P24	Pre_P24	E5_P8_M82_L001	CD8_B	P24	R
E5_P9_M82_L001	10	memory_T	Pre_P24	Pre_P24	E5_P9_M82_L001	CD8_G	P24	R
E6_P6_M82_L001	10	memory_T	Pre_P24	Pre_P24	E6_P6_M82_L001	CD8_G	P24	R
E6_P7_M82_L001	10	memory_T	Pre_P24	Pre_P24	E6_P7_M82_L001	CD8_G	P24	R
E6_P9_M82_L001	10	memory_T	Pre_P24	Pre_P24	E6_P9_M82_L001	CD8_G	P24	R
E7_P6_M82_L001	8	Cytotoxicity	Pre_P24	Pre_P24	E7_P6_M82_L001	CD8_G	P24	R
E7_P8_M82_L001	10	memory_T	Pre_P24	Pre_P24	E7_P8_M82_L001	CD8_G	P24	R
E7_P9_M82_L001	10	memory_T	Pre_P24	Pre_P24	E7_P9_M82_L001	CD8_G	P24	R
E8_P8_M82_L001	8	Cytotoxicity	Pre_P24	Pre_P24	E8_P8_M82_L001	CD8_G	P24	R
E8_P9_M82_L001	6	Exhausted_CD8T	Pre_P24	Pre_P24	E8_P9_M82_L001	CD8_B	P24	R
E9_P9_M82_L001	10	memory_T	Pre_P24	Pre_P24	E9_P9_M82_L001	CD8_G	P24	R
F10_P8_M82_L001	8	Cytotoxicity	Pre_P24	Pre_P24	F10_P8_M82_L001	CD8_B	P24	R
F10_P9_M82_L001	8	Cytotoxicity	Pre_P24	Pre_P24	F10_P9_M82_L001	CD8_G	P24	R
F11_P6_M82_L001	8	Cytotoxicity	Pre_P24	Pre_P24	F11_P6_M82_L001	CD8_G	P24	R
F11_P8_M82_L001	8	Cytotoxicity	Pre_P24	Pre_P24	F11_P8_M82_L001	CD8_G	P24	R
F12_P8_M82_L001	10	memory_T	Pre_P24	Pre_P24	F12_P8_M82_L001	CD8_G	P24	R
F1_P6_M82_L001	10	memory_T	Pre_P24	Pre_P24	F1_P6_M82_L001	CD8_G	P24	R
F1_P7_M82_L001	10	memory_T	Pre_P24	Pre_P24	F1_P7_M82_L001	CD8_G	P24	R
F1_P8_M82_L001	8	Cytotoxicity	Pre_P24	Pre_P24	F1_P8_M82_L001	CD8_G	P24	R
F2_P7_M82_L001	8	Cytotoxicity	Pre_P24	Pre_P24	F2_P7_M82_L001	CD8_G	P24	R
F3_P9_M82_L001	10	memory_T	Pre_P24	Pre_P24	F3_P9_M82_L001	CD8_G	P24	R
F5_P8_M82_L001	10	memory_T	Pre_P24	Pre_P24	F5_P8_M82_L001	CD8_G	P24	R
F6_P6_M82_L001	10	memory_T	Pre_P24	Pre_P24	F6_P6_M82_L001	CD8_G	P24	R
F6_P8_M82_L001	8	Cytotoxicity	Pre_P24	Pre_P24	F6_P8_M82_L001	CD8_G	P24	R
F6_P9_M82_L001	10	memory_T	Pre_P24	Pre_P24	F6_P9_M82_L001	CD8_G	P24	R
F8_P8_M82_L001	10	memory_T	Pre_P24	Pre_P24	F8_P8_M82_L001	CD8_G	P24	R
F8_P9_M82_L001	10	memory_T	Pre_P24	Pre_P24	F8_P9_M82_L001	CD8_G	P24	R
F9_P7_M82_L001	6	Exhausted_CD8T	Pre_P24	Pre_P24	F9_P7_M82_L001	CD8_B	P24	R
F9_P8_M82_L001	10	memory_T	Pre_P24	Pre_P24	F9_P8_M82_L001	CD8_G	P24	R
G10_P6_M82_L001	10	memory_T	Pre_P24	Pre_P24	G10_P6_M82_L001	CD8_G	P24	R
G10_P8_M82_L001	10	memory_T	Pre_P24	Pre_P24	G10_P8_M82_L001	CD8_G	P24	R
G10_P9_M82_L001	8	Cytotoxicity	Pre_P24	Pre_P24	G10_P9_M82_L001	CD8_G	P24	R
G11_P8_M82_L001	6	Exhausted_CD8T	Pre_P24	Pre_P24	G11_P8_M82_L001	CD8_B	P24	R
G11_P9_M82_L001	8	Cytotoxicity	Pre_P24	Pre_P24	G11_P9_M82_L001	CD8_G	P24	R
G12_P6_M82_L001	8	Cytotoxicity	Pre_P24	Pre_P24	G12_P6_M82_L001	CD8_G	P24	R
G12_P7_M82_L001	8	Cytotoxicity	Pre_P24	Pre_P24	G12_P7_M82_L001	CD8_G	P24	R
G1_P7_M82_L001	10	memory_T	Pre_P24	Pre_P24	G1_P7_M82_L001	CD8_G	P24	R
G1_P8_M82_L001	8	Cytotoxicity	Pre_P24	Pre_P24	G1_P8_M82_L001	CD8_G	P24	R
G1_P9_M82_L001	8	Cytotoxicity	Pre_P24	Pre_P24	G1_P9_M82_L001	CD8_G	P24	R
G2_P8_M82_L001	10	memory_T	Pre_P24	Pre_P24	G2_P8_M82_L001	CD8_G	P24	R
G2_P9_M82_L001	8	Cytotoxicity	Pre_P24	Pre_P24	G2_P9_M82_L001	CD8_G	P24	R
G5_P7_M82_L001	10	memory_T	Pre_P24	Pre_P24	G5_P7_M82_L001	CD8_G	P24	R
G5_P9_M82_L001	8	Cytotoxicity	Pre_P24	Pre_P24	G5_P9_M82_L001	CD8_B	P24	R
G6_P6_M82_L001	8	Cytotoxicity	Pre_P24	Pre_P24	G6_P6_M82_L001	CD8_B	P24	R
G6_P8_M82_L001	10	memory_T	Pre_P24	Pre_P24	G6_P8_M82_L001	CD8_G	P24	R
G6_P9_M82_L001	10	memory_T	Pre_P24	Pre_P24	G6_P9_M82_L001	CD8_G	P24	R
G7_P6_M82_L001	8	Cytotoxicity	Pre_P24	Pre_P24	G7_P6_M82_L001	CD8_G	P24	R
G7_P9_M82_L001	10	memory_T	Pre_P24	Pre_P24	G7_P9_M82_L001	CD8_G	P24	R
G8_P9_M82_L001	8	Cytotoxicity	Pre_P24	Pre_P24	G8_P9_M82_L001	CD8_B	P24	R
G9_P6_M82_L001	8	Cytotoxicity	Pre_P24	Pre_P24	G9_P6_M82_L001	CD8_G	P24	R
G9_P9_M82_L001	8	Cytotoxicity	Pre_P24	Pre_P24	G9_P9_M82_L001	CD8_G	P24	R
H10_P6_M82_L001	10	memory_T	Pre_P24	Pre_P24	H10_P6_M82_L001	CD8_G	P24	R
H10_P7_M82_L001	10	memory_T	Pre_P24	Pre_P24	H10_P7_M82_L001	CD8_G	P24	R
H11_P7_M82_L001	8	Cytotoxicity	Pre_P24	Pre_P24	H11_P7_M82_L001	CD8_G	P24	R
H12_P6_M82_L001	6	Exhausted_CD8T	Pre_P24	Pre_P24	H12_P6_M82_L001	CD8_B	P24	R
H1_P7_M82_L001	10	memory_T	Pre_P24	Pre_P24	H1_P7_M82_L001	CD8_G	P24	R
H1_P8_M82_L001	10	memory_T	Pre_P24	Pre_P24	H1_P8_M82_L001	CD8_B	P24	R
H3_P9_M82_L001	8	Cytotoxicity	Pre_P24	Pre_P24	H3_P9_M82_L001	CD8_G	P24	R
H4_P8_M82_L001	8	Cytotoxicity	Pre_P24	Pre_P24	H4_P8_M82_L001	CD8_G	P24	R
H5_P9_M82_L001	8	Cytotoxicity	Pre_P24	Pre_P24	H5_P9_M82_L001	CD8_G	P24	R
H6_P7_M82_L001	8	Cytotoxicity	Pre_P24	Pre_P24	H6_P7_M82_L001	CD8_G	P24	R
H7_P6_M82_L001	8	Cytotoxicity	Pre_P24	Pre_P24	H7_P6_M82_L001	CD8_G	P24	R
H7_P7_M82_L001	10	memory_T	Pre_P24	Pre_P24	H7_P7_M82_L001	CD8_G	P24	R
H8_P7_M82_L001	6	Exhausted_CD8T	Pre_P24	Pre_P24	H8_P7_M82_L001	CD8_B	P24	R
H9_P7_M82_L001	10	memory_T	Pre_P24	Pre_P24	H9_P7_M82_L001	CD8_G	P24	R
H9_P9_M82_L001	8	Cytotoxicity	Pre_P24	Pre_P24	H9_P9_M82_L001	CD8_B	P24	R
A10_P1_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	A10_P1_M24_L001	CD8_G	P25	NR
A10_P3_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	A10_P3_M24_L001	CD8_G	P25	NR
A10_P4_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	A10_P4_M24_L001	CD8_G	P25	NR
A11_P3_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	A11_P3_M24_L001	CD8_G	P25	NR
A2_P2_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	A2_P2_M24_L001	CD8_G	P25	NR
A2_P3_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	A2_P3_M24_L001	CD8_G	P25	NR
A2_P4_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	A2_P4_M24_L001	CD8_G	P25	NR
A3_P2_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	A3_P2_M24_L001	CD8_G	P25	NR
A4_P2_M24_L001	6	Exhausted_CD8T	Pre_P25	Pre_P25	A4_P2_M24_L001	CD8_B	P25	NR
A5_P1_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	A5_P1_M24_L001	CD8_G	P25	NR
A6_P1_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	A6_P1_M24_L001	CD8_G	P25	NR
A6_P2_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	A6_P2_M24_L001	CD8_B	P25	NR
A7_P1_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	A7_P1_M24_L001	CD8_G	P25	NR
A7_P4_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	A7_P4_M24_L001	CD8_G	P25	NR
A8_P1_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	A8_P1_M24_L001	CD8_G	P25	NR
A8_P2_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	A8_P2_M24_L001	CD8_G	P25	NR
A8_P4_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	A8_P4_M24_L001	CD8_G	P25	NR
A9_P3_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	A9_P3_M24_L001	CD8_G	P25	NR
B10_P2_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	B10_P2_M24_L001	CD8_G	P25	NR
B10_P3_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	B10_P3_M24_L001	CD8_B	P25	NR
B10_P4_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	B10_P4_M24_L001	CD8_G	P25	NR
B11_P1_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	B11_P1_M24_L001	CD8_G	P25	NR
B12_P1_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	B12_P1_M24_L001	CD8_B	P25	NR
B12_P2_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	B12_P2_M24_L001	CD8_G	P25	NR
B12_P3_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	B12_P3_M24_L001	CD8_G	P25	NR
B12_P4_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	B12_P4_M24_L001	CD8_G	P25	NR
B1_P1_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	B1_P1_M24_L001	CD8_G	P25	NR
B2_P2_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	B2_P2_M24_L001	CD8_G	P25	NR
B2_P3_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	B2_P3_M24_L001	CD8_G	P25	NR
B3_P1_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	B3_P1_M24_L001	CD8_G	P25	NR
B4_P1_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	B4_P1_M24_L001	CD8_G	P25	NR
B4_P2_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	B4_P2_M24_L001	CD8_G	P25	NR
B5_P3_M24_L001	6	Exhausted_CD8T	Pre_P25	Pre_P25	B5_P3_M24_L001	CD8_B	P25	NR
B5_P4_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	B5_P4_M24_L001	CD8_G	P25	NR
B6_P4_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	B6_P4_M24_L001	CD8_G	P25	NR
B7_P2_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	B7_P2_M24_L001	CD8_G	P25	NR
B7_P3_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	B7_P3_M24_L001	CD8_G	P25	NR
B8_P3_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	B8_P3_M24_L001	CD8_G	P25	NR
B9_P4_M24_L001	11	Lymphocytes_cell_cycle	Pre_P25	Pre_P25	B9_P4_M24_L001	CD8_B	P25	NR
C10_P1_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	C10_P1_M24_L001	CD8_G	P25	NR
C10_P3_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	C10_P3_M24_L001	CD8_G	P25	NR
C11_P1_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	C11_P1_M24_L001	CD8_G	P25	NR
C1_P3_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	C1_P3_M24_L001	CD8_G	P25	NR
C2_P3_M24_L001	8	Cytotoxicity	Pre_P25	Pre_P25	C2_P3_M24_L001	CD8_G	P25	NR
C3_P1_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	C3_P1_M24_L001	CD8_B	P25	NR
C3_P3_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	C3_P3_M24_L001	CD8_G	P25	NR
C4_P3_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	C4_P3_M24_L001	CD8_G	P25	NR
C5_P1_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	C5_P1_M24_L001	CD8_G	P25	NR
C6_P1_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	C6_P1_M24_L001	CD8_G	P25	NR
C6_P3_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	C6_P3_M24_L001	CD8_G	P25	NR
C6_P4_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	C6_P4_M24_L001	CD8_G	P25	NR
C7_P3_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	C7_P3_M24_L001	CD8_B	P25	NR
C7_P4_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	C7_P4_M24_L001	CD8_G	P25	NR
C8_P4_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	C8_P4_M24_L001	CD8_G	P25	NR
C9_P2_M24_L001	8	Cytotoxicity	Pre_P25	Pre_P25	C9_P2_M24_L001	CD8_G	P25	NR
D10_P1_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	D10_P1_M24_L001	CD8_G	P25	NR
D11_P1_M24_L001	6	Exhausted_CD8T	Pre_P25	Pre_P25	D11_P1_M24_L001	CD8_B	P25	NR
D11_P4_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	D11_P4_M24_L001	CD8_G	P25	NR
D12_P1_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	D12_P1_M24_L001	CD8_G	P25	NR
D1_P1_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	D1_P1_M24_L001	CD8_G	P25	NR
D1_P2_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	D1_P2_M24_L001	CD8_G	P25	NR
D2_P1_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	D2_P1_M24_L001	CD8_G	P25	NR
D2_P2_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	D2_P2_M24_L001	CD8_G	P25	NR
D3_P1_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	D3_P1_M24_L001	CD8_G	P25	NR
D3_P3_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	D3_P3_M24_L001	CD8_G	P25	NR
D4_P2_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	D4_P2_M24_L001	CD8_G	P25	NR
D5_P1_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	D5_P1_M24_L001	CD8_B	P25	NR
D5_P3_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	D5_P3_M24_L001	CD8_G	P25	NR
D6_P1_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	D6_P1_M24_L001	CD8_B	P25	NR
D6_P2_M24_L001	8	Cytotoxicity	Pre_P25	Pre_P25	D6_P2_M24_L001	CD8_G	P25	NR
D6_P3_M24_L001	8	Cytotoxicity	Pre_P25	Pre_P25	D6_P3_M24_L001	CD8_G	P25	NR
D7_P3_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	D7_P3_M24_L001	CD8_G	P25	NR
D7_P4_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	D7_P4_M24_L001	CD8_G	P25	NR
D8_P1_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	D8_P1_M24_L001	CD8_G	P25	NR
D8_P3_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	D8_P3_M24_L001	CD8_G	P25	NR
D9_P2_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	D9_P2_M24_L001	CD8_G	P25	NR
E10_P1_M24_L001	11	Lymphocytes_cell_cycle	Pre_P25	Pre_P25	E10_P1_M24_L001	CD8_B	P25	NR
E10_P3_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	E10_P3_M24_L001	CD8_G	P25	NR
E10_P4_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	E10_P4_M24_L001	CD8_G	P25	NR
E11_P1_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	E11_P1_M24_L001	CD8_G	P25	NR
E11_P2_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	E11_P2_M24_L001	CD8_B	P25	NR
E11_P3_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	E11_P3_M24_L001	CD8_G	P25	NR
E12_P1_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	E12_P1_M24_L001	CD8_G	P25	NR
E12_P3_M24_L001	10	memory_T	Pre_P25	Pre_P25	E12_P3_M24_L001	CD8_G	P25	NR
E1_P1_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	E1_P1_M24_L001	CD8_G	P25	NR
E1_P3_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	E1_P3_M24_L001	CD8_G	P25	NR
E2_P3_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	E2_P3_M24_L001	CD8_G	P25	NR
E2_P4_M24_L001	6	Exhausted_CD8T	Pre_P25	Pre_P25	E2_P4_M24_L001	CD8_G	P25	NR
E3_P2_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	E3_P2_M24_L001	CD8_G	P25	NR
E4_P1_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	E4_P1_M24_L001	CD8_G	P25	NR
E4_P2_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	E4_P2_M24_L001	CD8_G	P25	NR
E4_P4_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	E4_P4_M24_L001	CD8_G	P25	NR
E5_P4_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	E5_P4_M24_L001	CD8_B	P25	NR
E6_P2_M24_L001	6	Exhausted_CD8T	Pre_P25	Pre_P25	E6_P2_M24_L001	CD8_B	P25	NR
E7_P3_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	E7_P3_M24_L001	CD8_G	P25	NR
E8_P3_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	E8_P3_M24_L001	CD8_G	P25	NR
E9_P2_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	E9_P2_M24_L001	CD8_G	P25	NR
E9_P3_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	E9_P3_M24_L001	CD8_G	P25	NR
E9_P4_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	E9_P4_M24_L001	CD8_G	P25	NR
F10_P2_M24_L001	6	Exhausted_CD8T	Pre_P25	Pre_P25	F10_P2_M24_L001	CD8_B	P25	NR
F11_P3_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	F11_P3_M24_L001	CD8_G	P25	NR
F12_P1_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	F12_P1_M24_L001	CD8_B	P25	NR
F1_P4_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	F1_P4_M24_L001	CD8_G	P25	NR
F2_P3_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	F2_P3_M24_L001	CD8_G	P25	NR
F3_P2_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	F3_P2_M24_L001	CD8_B	P25	NR
F3_P4_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	F3_P4_M24_L001	CD8_G	P25	NR
F4_P1_M24_L001	6	Exhausted_CD8T	Pre_P25	Pre_P25	F4_P1_M24_L001	CD8_B	P25	NR
F4_P2_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	F4_P2_M24_L001	CD8_G	P25	NR
F4_P3_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	F4_P3_M24_L001	CD8_G	P25	NR
F4_P4_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	F4_P4_M24_L001	CD8_B	P25	NR
F5_P1_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	F5_P1_M24_L001	CD8_G	P25	NR
F5_P4_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	F5_P4_M24_L001	CD8_G	P25	NR
F6_P1_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	F6_P1_M24_L001	CD8_B	P25	NR
F6_P2_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	F6_P2_M24_L001	CD8_G	P25	NR
F6_P3_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	F6_P3_M24_L001	CD8_G	P25	NR
F7_P3_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	F7_P3_M24_L001	CD8_G	P25	NR
F8_P2_M24_L001	8	Cytotoxicity	Pre_P25	Pre_P25	F8_P2_M24_L001	CD8_G	P25	NR
F8_P4_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	F8_P4_M24_L001	CD8_G	P25	NR
F9_P2_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	F9_P2_M24_L001	CD8_B	P25	NR
F9_P4_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	F9_P4_M24_L001	CD8_B	P25	NR
G10_P1_M24_L001	8	Cytotoxicity	Pre_P25	Pre_P25	G10_P1_M24_L001	CD8_G	P25	NR
G10_P4_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	G10_P4_M24_L001	CD8_G	P25	NR
G11_P3_M24_L001	8	Cytotoxicity	Pre_P25	Pre_P25	G11_P3_M24_L001	CD8_G	P25	NR
G12_P3_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	G12_P3_M24_L001	CD8_B	P25	NR
G12_P4_M24_L001	11	Lymphocytes_cell_cycle	Pre_P25	Pre_P25	G12_P4_M24_L001	CD8_B	P25	NR
G1_P1_M24_L001	6	Exhausted_CD8T	Pre_P25	Pre_P25	G1_P1_M24_L001	CD8_B	P25	NR
G1_P2_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	G1_P2_M24_L001	CD8_G	P25	NR
G1_P4_M24_L001	6	Exhausted_CD8T	Pre_P25	Pre_P25	G1_P4_M24_L001	CD8_B	P25	NR
G2_P2_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	G2_P2_M24_L001	CD8_G	P25	NR
G3_P1_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	G3_P1_M24_L001	CD8_B	P25	NR
G3_P2_M24_L001	9	Exhausted_HS_CD8T	Pre_P25	Pre_P25	G3_P2_M24_L001	CD8_B	P25	NR
G4_P1_M24_L001	5	Lymphocytes	Pre_P25	Pre_P25	G4_P1_M24_L001	CD8_G	P25	NR
